iter	RMSE
689	12544.76088
690	12543.86506
691	12541.48188
692	12539.79306
693	12538.38992
694	12537.78265
695	12534.96951
696	12534.59109
697	12530.61999
698	12529.14896
699	12527.46536
700	12525.22195
701	12522.37169
702	12520.30651
703	12519.94186
704	12517.57556
705	12516.82222
706	12515.18904
707	12512.90013
708	12510.17071
709	12509.45013
710	12508.22276
711	12507.87149
712	12504.42368
713	12503.09053
714	12502.50739
715	12500.96852
716	12497.63267
717	12496.01141
718	12495.32148
719	12494.76263
720	12492.33843
721	12490.30063
722	12489.50439
723	12487.58303
724	12486.43951
725	12486.14431
726	12485.44061
727	12484.80351
728	12482.85885
729	12482.10972
730	12481.00781
731	12478.65965
732	12475.32651
733	12473.64174
734	12473.29852
735	12471.08996
736	12470.76926
737	12468.6316
738	12465.80541
739	12462.2476
740	12461.57391
741	12460.15622
742	12457.06831
743	12456.48099
744	12453.34206
745	12452.27624
746	12449.36976
747	12448.08893
748	12446.37195
749	12443.79256
750	12442.44586
751	12440.91946
752	12437.78688
753	12436.47926
754	12436.01259
755	12433.58571
756	12432.55425
757	12430.08127
758	12428.09548
759	12426.63798
760	12426.36751
761	12425.56756
762	12424.11761
763	12423.47177
764	12421.96117
765	12420.99063
766	12417.8165
767	12415.63634
768	12414.39501
769	12413.90564
770	12410.95749
771	12409.72488
772	12408.97461
773	12406.25741
774	12405.59531
775	12404.86765
776	12403.6818
777	12401.17203
778	12399.99602
779	12399.39247
780	12398.21148
781	12397.58244
782	12396.44137
783	12394.1487
784	12393.02918
785	12392.71271
786	12389.96341
787	12389.50875
788	12389.20287
789	12388.69771
790	12387.05047
791	12383.45151
792	12382.37991
793	12378.9507
794	12376.73772
795	12373.46931
796	12371.09112
797	12368.30745
798	12367.871
799	12366.75881
800	12366.51392
801	12364.61281
802	12364.37592
803	12362.745
804	12360.97514
805	12357.93442
806	12356.75439
807	12354.66365
808	12353.38677
809	12351.9215
810	12350.77677
811	12350.50747
812	12348.24156
813	12346.83911
814	12345.85832
815	12345.48222
816	12343.96624
817	12342.62433
818	12340.77663
819	12338.66881
820	12337.19083
821	12335.41839
822	12333.3274
823	12332.04275
824	12330.95082
825	12329.53681
826	12326.93437
827	12325.9094
828	12324.87581
829	12322.40342
830	12320.57041
831	12318.16033
832	12316.43556
833	12315.4735
834	12314.30887
835	12311.69744
836	12310.63904
837	12310.22378
838	12309.86933
839	12307.99227
840	12307.05256
841	12305.81836
842	12304.20616
843	12302.23533
844	12300.53879
845	12299.35783
846	12297.09113
847	12296.06228
848	12294.96297
849	12293.40586
850	12291.69568
851	12291.21176
852	12289.85478
853	12288.40284
854	12287.09966
855	12286.04613
856	12283.89444
857	12283.07437
858	12282.82253
859	12281.68989
860	12281.27909
861	12281.03668
862	12277.88899
863	12276.29397
864	12274.47017
865	12273.09467
866	12272.01036
867	12270.97224
868	12269.99076
869	12268.74189
870	12266.66666
871	12266.43307
872	12265.8304
873	12265.10914
874	12262.55563
875	12261.212
876	12258.76139
877	12257.0145
878	12255.715
879	12253.51126
880	12252.22676
881	12251.02523
882	12249.04658
883	12246.95434
884	12244.27145
885	12243.2751
886	12241.3907
887	12239.7925
888	12237.20645
889	12236.4094
890	12235.37121
891	12233.01296
892	12232.62136
893	12231.84619
894	12230.89156
895	12230.22026
896	12228.62549
897	12226.13065
898	12224.6295
899	12223.02764
900	12222.11243
901	12221.46609
902	12219.18729
903	12217.59081
904	12216.09722
905	12215.55802
906	12215.18826
907	12214.55199
908	12213.43543
909	12211.98805
910	12211.13797
911	12209.98376
912	12208.46721
913	12208.08896
914	12207.78508
915	12207.16341
916	12205.98314
917	12203.66295
918	12201.86319
919	12200.5125
920	12199.37801
921	12197.25867
922	12195.20593
923	12194.69121
924	12193.41057
925	12191.64524
926	12190.20756
927	12186.99357
928	12185.55904
929	12183.08016
930	12181.0901
931	12180.48833
932	12178.09729
933	12177.01405
934	12176.64974
935	12175.85483
936	12175.22451
937	12173.73816
938	12171.85467
939	12170.82247
940	12169.69514
941	12167.57956
942	12166.52366
943	12165.67773
944	12164.5323
945	12163.4038
946	12163.06628
947	12161.11654
948	12159.97781
949	12158.89817
950	12157.20768
951	12156.23051
952	12155.30244
953	12154.69483
954	12154.34423
955	12153.07772
956	12151.98159
957	12149.8224
958	12148.40253
959	12147.81709
960	12146.76845
961	12144.68715
962	12144.36581
963	12142.62994
964	12141.52348
965	12140.64065
966	12139.59031
967	12137.76985
968	12136.38246
969	12135.63656
970	12134.36859
971	12133.01619
972	12131.08321
973	12129.11147
974	12128.90198
975	12127.99787
976	12127.12504
977	12125.51104
978	12123.61329
979	12123.02294
980	12122.34904
981	12121.78487
982	12121.48236
983	12120.85375
984	12119.27992
985	12118.43993
986	12117.4477
987	12114.84275
988	12113.5185
989	12111.49071
990	12111.00873
991	12110.08322
992	12109.0873
993	12108.69628
994	12107.98503
995	12106.95723
996	12105.27423
997	12104.31723
998	12103.7921
999	12103.50637
